lifestyle_key,Diet_Type,Smoking_Alcohol,Physical_Activity_Level
7592,balanced,yes,active
7593,non-veg,occasional,moderate
7594,veg,occasional,active
7595,balanced,occasional,moderate
7596,non-veg,yes,active
7597,balanced,no,active
7598,veg,occasional,active
7599,balanced,yes,sedentary
7600,non-veg,yes,sedentary
7601,non-veg,occasional,sedentary
7602,non-veg,yes,moderate
7603,balanced,occasional,sedentary
7604,balanced,no,sedentary
7605,balanced,no,moderate
7606,veg,occasional,moderate
7607,non-veg,occasional,active
7608,veg,no,moderate
7609,balanced,occasional,active
7610,balanced,yes,moderate
7611,balanced,occasional,sedentary
7612,veg,occasional,sedentary
7613,non-veg,no,sedentary
7614,veg,no,active
7615,balanced,no,sedentary
7616,veg,occasional,moderate
7617,veg,yes,sedentary
7618,balanced,yes,moderate
7619,non-veg,yes,active
7620,non-veg,occasional,sedentary
7621,non-veg,no,active
7622,balanced,occasional,sedentary
7623,non-veg,no,moderate
7624,veg,no,active
7625,non-veg,no,sedentary
7626,veg,yes,active
7627,balanced,no,moderate
7628,non-veg,yes,moderate
7629,veg,no,moderate
7630,non-veg,occasional,sedentary
7631,balanced,yes,moderate
7632,balanced,occasional,active
7633,veg,no,moderate
7634,balanced,yes,sedentary
7635,veg,occasional,sedentary
7636,balanced,occasional,sedentary
7637,veg,occasional,moderate
7638,veg,yes,moderate
7639,non-veg,occasional,sedentary
7640,veg,yes,sedentary
7641,balanced,occasional,sedentary
7642,balanced,yes,moderate
7643,non-veg,yes,active
7644,non-veg,no,sedentary
7645,non-veg,occasional,sedentary
7646,non-veg,occasional,moderate
7647,veg,occasional,sedentary
7648,veg,no,active
7649,balanced,occasional,moderate
7650,balanced,no,moderate
7651,non-veg,yes,sedentary
7652,veg,occasional,moderate
7653,veg,occasional,sedentary
7654,non-veg,no,active
7655,non-veg,occasional,moderate
7656,non-veg,yes,active
7657,non-veg,no,moderate
7658,balanced,yes,active
7659,veg,no,sedentary
7660,non-veg,occasional,active
7661,balanced,no,sedentary
7662,non-veg,occasional,active
7663,balanced,occasional,moderate
7664,veg,no,active
7665,non-veg,yes,sedentary
7666,non-veg,yes,active
7667,non-veg,no,moderate
7668,veg,occasional,sedentary
7669,non-veg,no,moderate
7670,veg,occasional,sedentary
7671,veg,occasional,active
7672,veg,no,active
7673,veg,no,active
7674,balanced,no,moderate
7675,non-veg,no,sedentary
7676,veg,occasional,active
7677,non-veg,occasional,sedentary
7678,veg,yes,sedentary
7679,balanced,yes,active
7680,balanced,yes,active
7681,non-veg,yes,active
7682,balanced,no,moderate
7683,non-veg,occasional,active
7684,balanced,no,moderate
7685,non-veg,yes,active
7686,veg,yes,moderate
7687,balanced,occasional,sedentary
7688,balanced,occasional,active
7689,non-veg,yes,active
7690,balanced,no,active
7691,balanced,yes,active
7692,non-veg,occasional,active
7693,veg,occasional,moderate
7694,non-veg,yes,moderate
7695,veg,occasional,active
7696,veg,no,sedentary
7697,veg,occasional,sedentary
7698,veg,yes,moderate
7699,non-veg,no,active
7700,veg,occasional,active
7701,non-veg,no,moderate
7702,non-veg,yes,moderate
7703,non-veg,occasional,sedentary
7704,non-veg,occasional,active
7705,veg,yes,moderate
7706,veg,occasional,sedentary
7707,non-veg,yes,sedentary
7708,veg,yes,sedentary
7709,non-veg,occasional,moderate
7710,veg,no,moderate
7711,non-veg,occasional,moderate
7712,balanced,yes,sedentary
7713,veg,occasional,active
7714,balanced,no,active
7715,non-veg,yes,moderate
7716,balanced,yes,moderate
7717,non-veg,no,sedentary
7718,veg,no,moderate
7719,non-veg,occasional,moderate
7720,non-veg,occasional,sedentary
7721,non-veg,occasional,sedentary
7722,non-veg,yes,moderate
7723,non-veg,no,moderate
7724,non-veg,occasional,sedentary
7725,non-veg,no,moderate
7726,balanced,occasional,moderate
7727,non-veg,yes,sedentary
7728,balanced,yes,sedentary
7729,veg,occasional,sedentary
7730,veg,yes,moderate
7731,balanced,no,sedentary
7732,veg,yes,sedentary
7733,balanced,occasional,active
7734,veg,yes,moderate
7735,balanced,occasional,active
7736,non-veg,occasional,sedentary
7737,balanced,yes,moderate
7738,veg,occasional,moderate
7739,veg,occasional,moderate
7740,balanced,no,moderate
7741,non-veg,no,moderate
7742,non-veg,no,sedentary
7743,veg,yes,moderate
7744,veg,occasional,sedentary
7745,non-veg,yes,moderate
7746,non-veg,yes,moderate
7747,non-veg,yes,sedentary
7748,non-veg,occasional,active
7749,veg,yes,active
7750,non-veg,yes,sedentary
7751,balanced,no,moderate
7752,veg,yes,moderate
7753,balanced,yes,active
7754,veg,yes,moderate
7755,non-veg,no,sedentary
7756,veg,no,sedentary
7757,non-veg,no,moderate
7758,non-veg,no,sedentary
7759,balanced,occasional,sedentary
7760,non-veg,occasional,active
7761,non-veg,no,sedentary
7762,balanced,no,active
7763,non-veg,occasional,active
7764,balanced,no,sedentary
7765,veg,yes,active
7766,veg,occasional,moderate
7767,balanced,yes,moderate
7768,non-veg,no,sedentary
7769,non-veg,occasional,active
7770,balanced,yes,sedentary
7771,non-veg,occasional,moderate
7772,non-veg,yes,active
7773,non-veg,no,sedentary
7774,veg,yes,moderate
7775,non-veg,occasional,sedentary
7776,veg,yes,active
7777,balanced,no,moderate
7778,veg,yes,moderate
7779,veg,no,sedentary
7780,non-veg,no,sedentary
7781,balanced,yes,moderate
7782,balanced,occasional,sedentary
7783,non-veg,occasional,moderate
7784,balanced,yes,sedentary
7785,non-veg,no,moderate
7786,non-veg,occasional,sedentary
7787,non-veg,no,moderate
7788,veg,yes,moderate
7789,balanced,occasional,moderate
7790,balanced,no,moderate
7791,balanced,yes,active
7792,balanced,yes,sedentary
7793,non-veg,occasional,active
7794,veg,occasional,sedentary
7795,non-veg,yes,moderate
7796,non-veg,yes,active
7797,balanced,occasional,active
7798,veg,occasional,sedentary
7799,non-veg,yes,active
7800,non-veg,yes,active
7801,balanced,no,moderate
7802,veg,no,sedentary
7803,balanced,occasional,sedentary
7804,veg,no,active
7805,veg,yes,moderate
7806,veg,yes,sedentary
7807,veg,yes,active
7808,veg,yes,sedentary
7809,non-veg,occasional,moderate
7810,non-veg,yes,moderate
7811,veg,yes,sedentary
7812,non-veg,no,moderate
7813,non-veg,yes,active
7814,balanced,yes,active
7815,balanced,occasional,sedentary
7816,veg,occasional,moderate
7817,veg,no,active
7818,veg,occasional,sedentary
7819,balanced,occasional,sedentary
7820,balanced,occasional,sedentary
7821,veg,no,active
7822,balanced,yes,moderate
7823,veg,yes,sedentary
7824,non-veg,yes,sedentary
7825,balanced,yes,moderate
7826,veg,no,sedentary
7827,veg,yes,moderate
7828,veg,yes,active
7829,non-veg,no,moderate
7830,veg,occasional,active
7831,veg,yes,active
7832,non-veg,no,active
7833,balanced,yes,active
7834,veg,no,sedentary
7835,veg,occasional,active
7836,veg,yes,moderate
7837,veg,yes,moderate
7838,balanced,yes,sedentary
7839,non-veg,no,moderate
7840,balanced,no,moderate
7841,veg,yes,active
7842,veg,yes,active
7843,balanced,yes,sedentary
7844,balanced,no,active
7845,balanced,no,moderate
7846,veg,yes,sedentary
7847,balanced,occasional,moderate
7848,non-veg,no,moderate
7849,non-veg,occasional,sedentary
7850,veg,occasional,sedentary
7851,balanced,occasional,moderate
7852,balanced,occasional,active
7853,non-veg,yes,sedentary
7854,veg,yes,sedentary
7855,balanced,no,moderate
7856,balanced,no,active
7857,veg,occasional,moderate
7858,veg,occasional,moderate
7859,non-veg,yes,active
7860,non-veg,yes,active
7861,veg,yes,sedentary
7862,veg,occasional,active
7863,veg,occasional,sedentary
7864,non-veg,no,active
7865,balanced,yes,moderate
7866,balanced,occasional,active
7867,veg,occasional,sedentary
7868,veg,yes,sedentary
7869,non-veg,occasional,sedentary
7870,non-veg,no,sedentary
7871,balanced,yes,sedentary
7872,veg,occasional,sedentary
7873,balanced,no,sedentary
7874,balanced,occasional,sedentary
7875,balanced,no,sedentary
7876,balanced,no,sedentary
7877,balanced,occasional,sedentary
7878,veg,yes,active
7879,non-veg,yes,moderate
7880,non-veg,occasional,active
7881,non-veg,yes,active
7882,veg,yes,active
7883,non-veg,yes,active
7884,non-veg,yes,active
7885,veg,occasional,active
7886,balanced,no,active
7887,non-veg,yes,moderate
7888,veg,no,moderate
7889,non-veg,yes,sedentary
7890,balanced,yes,active
7891,non-veg,no,sedentary
7892,veg,occasional,moderate
7893,non-veg,yes,sedentary
7894,veg,yes,active
7895,non-veg,occasional,active
7896,non-veg,no,active
7897,balanced,yes,moderate
7898,balanced,no,moderate
7899,veg,occasional,active
7900,veg,occasional,sedentary
7901,balanced,occasional,moderate
7902,balanced,yes,moderate
7903,balanced,occasional,sedentary
7904,veg,occasional,sedentary
7905,non-veg,occasional,moderate
7906,balanced,occasional,sedentary
7907,balanced,no,moderate
7908,balanced,yes,sedentary
7909,balanced,occasional,active
7910,non-veg,yes,sedentary
7911,veg,occasional,active
7912,balanced,occasional,moderate
7913,balanced,no,active
7914,veg,no,active
7915,non-veg,yes,sedentary
7916,balanced,no,sedentary
7917,balanced,yes,active
7918,balanced,yes,sedentary
7919,balanced,no,active
7920,balanced,yes,sedentary
7921,veg,occasional,moderate
7922,veg,no,moderate
7923,balanced,occasional,sedentary
7924,balanced,no,sedentary
7925,non-veg,occasional,active
7926,veg,occasional,active
7927,veg,no,sedentary
7928,non-veg,yes,sedentary
7929,non-veg,yes,sedentary
7930,veg,yes,active
7931,balanced,occasional,moderate
7932,balanced,yes,moderate
7933,non-veg,occasional,sedentary
7934,non-veg,no,moderate
7935,balanced,occasional,active
7936,veg,occasional,active
7937,balanced,yes,sedentary
7938,veg,occasional,sedentary
7939,non-veg,yes,active
7940,veg,yes,active
7941,veg,yes,sedentary
7942,non-veg,occasional,active
7943,non-veg,yes,sedentary
7944,veg,occasional,active
7945,balanced,yes,moderate
7946,veg,occasional,sedentary
7947,veg,yes,active
7948,veg,yes,sedentary
7949,veg,occasional,active
7950,balanced,no,active
7951,non-veg,yes,active
7952,veg,yes,sedentary
7953,balanced,occasional,active
7954,veg,no,sedentary
7955,balanced,occasional,moderate
7956,balanced,no,sedentary
7957,veg,no,sedentary
7958,veg,yes,active
7959,non-veg,yes,moderate
7960,non-veg,no,moderate
7961,non-veg,yes,sedentary
7962,balanced,yes,active
7963,balanced,yes,moderate
7964,balanced,yes,moderate
7965,non-veg,no,sedentary
7966,veg,no,moderate
7967,balanced,yes,moderate
7968,non-veg,yes,moderate
7969,veg,yes,moderate
7970,veg,occasional,moderate
7971,non-veg,no,active
7972,veg,no,sedentary
7973,balanced,yes,moderate
7974,veg,occasional,active
7975,balanced,yes,sedentary
7976,veg,occasional,active
7977,veg,occasional,sedentary
7978,balanced,yes,active
7979,non-veg,occasional,moderate
7980,non-veg,no,moderate
7981,veg,no,sedentary
7982,balanced,yes,active
7983,veg,no,sedentary
7984,non-veg,yes,sedentary
7985,veg,no,moderate
7986,non-veg,occasional,moderate
7987,non-veg,no,sedentary
7988,balanced,occasional,moderate
7989,veg,yes,active
7990,veg,yes,active
7991,balanced,no,moderate
7992,balanced,yes,moderate
7993,non-veg,no,sedentary
7994,balanced,yes,moderate
7995,balanced,yes,sedentary
7996,veg,occasional,moderate
7997,non-veg,no,moderate
7998,veg,yes,sedentary
7999,non-veg,yes,moderate
8000,veg,yes,active
8001,veg,yes,active
8002,non-veg,no,moderate
8003,balanced,no,sedentary
8004,veg,no,active
8005,non-veg,yes,moderate
8006,veg,no,active
8007,balanced,yes,active
8008,veg,yes,sedentary
8009,balanced,no,moderate
8010,balanced,yes,sedentary
8011,non-veg,yes,sedentary
8012,balanced,occasional,moderate
8013,veg,no,moderate
8014,balanced,occasional,active
8015,veg,no,sedentary
8016,balanced,yes,active
8017,non-veg,yes,sedentary
8018,balanced,yes,sedentary
8019,veg,yes,moderate
8020,non-veg,yes,active
8021,balanced,no,sedentary
8022,balanced,no,moderate
8023,veg,no,moderate
8024,veg,yes,sedentary
8025,non-veg,occasional,sedentary
8026,non-veg,no,moderate
8027,balanced,occasional,moderate
8028,non-veg,occasional,moderate
8029,balanced,yes,sedentary
8030,balanced,no,active
8031,balanced,yes,active
8032,non-veg,yes,moderate
8033,non-veg,occasional,moderate
8034,veg,occasional,active
8035,veg,no,moderate
8036,non-veg,yes,sedentary
8037,veg,yes,active
8038,balanced,yes,active
8039,balanced,no,moderate
8040,veg,no,sedentary
8041,balanced,yes,active
8042,balanced,no,moderate
8043,veg,occasional,active
8044,non-veg,occasional,sedentary
8045,balanced,occasional,active
8046,balanced,yes,sedentary
8047,balanced,occasional,active
8048,non-veg,occasional,moderate
8049,veg,yes,sedentary
8050,balanced,yes,active
8051,balanced,yes,active
8052,non-veg,no,moderate
8053,balanced,no,sedentary
8054,non-veg,occasional,active
8055,veg,no,sedentary
8056,balanced,yes,active
8057,veg,occasional,moderate
8058,balanced,occasional,active
8059,non-veg,yes,active
8060,veg,occasional,active
8061,veg,yes,sedentary
8062,non-veg,no,moderate
8063,balanced,no,sedentary
8064,non-veg,yes,moderate
8065,balanced,yes,active
8066,non-veg,yes,moderate
8067,veg,occasional,active
8068,non-veg,yes,moderate
8069,balanced,occasional,sedentary
8070,veg,occasional,active
8071,balanced,yes,active
8072,non-veg,occasional,active
8073,veg,no,sedentary
8074,veg,yes,sedentary
8075,veg,no,active
8076,veg,no,moderate
8077,veg,yes,moderate
8078,balanced,yes,active
8079,veg,occasional,moderate
8080,veg,no,sedentary
8081,balanced,no,moderate
8082,balanced,no,sedentary
8083,balanced,yes,sedentary
8084,non-veg,no,active
8085,balanced,occasional,moderate
8086,non-veg,occasional,sedentary
8087,balanced,occasional,active
8088,balanced,yes,sedentary
8089,veg,no,moderate
8090,veg,occasional,active
8091,balanced,no,moderate
8092,balanced,occasional,active
8093,balanced,occasional,active
8094,veg,occasional,sedentary
8095,balanced,no,sedentary
8096,veg,no,sedentary
8097,balanced,yes,active
8098,veg,no,sedentary
8099,non-veg,occasional,moderate
8100,non-veg,occasional,moderate
8101,veg,no,active
8102,balanced,occasional,sedentary
8103,non-veg,occasional,active
8104,non-veg,occasional,sedentary
8105,balanced,no,moderate
8106,non-veg,yes,active
8107,balanced,yes,active
8108,balanced,occasional,active
8109,balanced,no,active
8110,balanced,no,sedentary
8111,non-veg,no,active
8112,balanced,no,moderate
8113,non-veg,yes,sedentary
8114,non-veg,yes,sedentary
8115,non-veg,yes,sedentary
8116,balanced,no,moderate
8117,balanced,occasional,active
8118,balanced,occasional,moderate
8119,balanced,no,sedentary
8120,non-veg,no,sedentary
8121,non-veg,occasional,moderate
8122,veg,no,moderate
8123,veg,occasional,sedentary
8124,non-veg,yes,sedentary
8125,non-veg,no,sedentary
8126,veg,occasional,active
8127,non-veg,no,sedentary
8128,veg,no,moderate
8129,veg,yes,moderate
8130,veg,occasional,active
8131,balanced,occasional,active
8132,veg,no,active
8133,non-veg,yes,sedentary
8134,non-veg,yes,moderate
8135,non-veg,no,moderate
8136,veg,yes,sedentary
8137,veg,occasional,sedentary
8138,non-veg,no,active
8139,veg,no,moderate
8140,balanced,occasional,moderate
8141,non-veg,yes,moderate
8142,non-veg,no,sedentary
8143,balanced,no,sedentary
8144,veg,occasional,sedentary
8145,veg,no,moderate
8146,balanced,yes,sedentary
8147,balanced,occasional,sedentary
8148,veg,occasional,moderate
8149,veg,occasional,active
8150,non-veg,no,sedentary
8151,balanced,occasional,active
8152,veg,yes,sedentary
8153,non-veg,no,active
8154,balanced,no,moderate
8155,non-veg,occasional,moderate
8156,veg,yes,moderate
8157,veg,yes,moderate
8158,veg,occasional,moderate
8159,veg,yes,sedentary
8160,veg,occasional,moderate
8161,balanced,yes,active
8162,balanced,yes,moderate
8163,non-veg,occasional,sedentary
8164,non-veg,no,active
8165,veg,yes,sedentary
8166,non-veg,no,moderate
8167,balanced,yes,active
8168,veg,yes,sedentary
8169,non-veg,occasional,sedentary
8170,balanced,occasional,moderate
8171,veg,yes,sedentary
8172,veg,occasional,active
8173,non-veg,no,moderate
8174,balanced,occasional,moderate
8175,balanced,no,moderate
8176,veg,no,moderate
8177,balanced,no,moderate
8178,veg,no,active
8179,non-veg,occasional,active
8180,non-veg,yes,sedentary
8181,veg,yes,sedentary
8182,balanced,yes,moderate
8183,non-veg,no,sedentary
8184,balanced,no,active
8185,veg,no,moderate
8186,veg,occasional,sedentary
8187,veg,occasional,active
8188,veg,no,active
8189,balanced,yes,active
8190,veg,no,sedentary
8191,balanced,yes,sedentary
8192,balanced,no,moderate
8193,veg,occasional,moderate
8194,balanced,no,sedentary
8195,balanced,occasional,active
8196,balanced,yes,active
8197,non-veg,occasional,sedentary
8198,balanced,yes,moderate
8199,balanced,occasional,moderate
8200,veg,no,active
8201,non-veg,occasional,moderate
8202,veg,no,moderate
8203,veg,occasional,sedentary
8204,balanced,yes,moderate
8205,veg,no,moderate
8206,balanced,occasional,sedentary
8207,balanced,occasional,active
8208,non-veg,no,active
8209,veg,yes,sedentary
8210,balanced,occasional,moderate
8211,veg,no,sedentary
8212,veg,occasional,active
8213,non-veg,yes,active
8214,balanced,occasional,moderate
8215,veg,yes,sedentary
8216,non-veg,occasional,active
8217,balanced,yes,active
8218,balanced,yes,moderate
8219,non-veg,occasional,sedentary
8220,non-veg,occasional,active
8221,balanced,occasional,moderate
8222,balanced,no,active
8223,balanced,yes,moderate
8224,veg,yes,sedentary
8225,veg,no,sedentary
8226,balanced,no,sedentary
8227,veg,no,sedentary
8228,veg,occasional,moderate
8229,non-veg,no,moderate
8230,non-veg,occasional,active
8231,balanced,yes,sedentary
8232,non-veg,no,sedentary
8233,non-veg,no,sedentary
8234,veg,yes,moderate
8235,veg,yes,active
8236,veg,yes,active
8237,balanced,no,active
8238,balanced,occasional,sedentary
8239,veg,yes,moderate
8240,balanced,yes,moderate
8241,balanced,occasional,sedentary
8242,non-veg,occasional,moderate
8243,non-veg,no,active
8244,balanced,yes,moderate
8245,balanced,yes,active
8246,veg,yes,sedentary
8247,balanced,yes,active
8248,non-veg,occasional,sedentary
8249,veg,no,active
8250,non-veg,yes,moderate
8251,veg,no,sedentary
8252,veg,occasional,sedentary
8253,non-veg,no,active
8254,non-veg,yes,active
8255,balanced,occasional,moderate
8256,balanced,occasional,moderate
8257,balanced,no,active
8258,non-veg,occasional,sedentary
